-181.345, 4.920, 8.511, 21.004
-181.344, 4.636, 8.539, 21.037
-181.343, 4.350, 8.567, 21.070
-181.342, 4.064, 8.595, 21.103
-181.342, 3.777, 8.623, 21.136
-181.341, 3.489, 8.652, 21.169
-181.340, 3.199, 8.680, 21.202
-181.339, 2.909, 8.709, 21.235
-181.339, 2.618, 8.737, 21.268
-181.338, 2.326, 8.766, 21.301
-181.337, 2.034, 8.795, 21.334
-181.336, 1.740, 8.824, 21.367
-181.336, 1.445, 8.853, 21.400
-181.335, 1.149, 8.882, 21.433
-181.334, 0.852, 8.911, 21.466
-181.333, 0.554, 8.940, 21.499
-181.332, 0.256, 8.970, 21.532
-181.332, -0.044, 8.999, 21.565
-181.331, -0.345, 9.029, 21.598
-181.330, -0.647, 9.058, 21.631
-181.329, -0.949, 9.088, 21.664
-181.328, -1.253, 9.118, 21.697
-181.327, -1.558, 9.148, 21.730
-181.327, -1.863, 9.178, 21.763
-181.326, -2.170, 9.209, 21.796
-181.325, -2.478, 9.239, 21.829
-181.324, -2.787, 9.270, 21.862
-181.323, -3.096, 9.300, 21.895
-181.322, -3.407, 9.331, 21.928
-181.321, -3.719, 9.362, 21.961
-181.320, -4.032, 9.392, 21.994
-181.319, -4.346, 9.423, 22.027
-181.318, -4.661, 9.454, 22.060
-181.317, -4.976, 9.485, 22.093
-181.316, -5.293, 9.517, 22.126
-181.316, -5.611, 9.548, 22.159
-181.315, -5.931, 9.580, 22.192
-181.314, -6.251, 9.611, 22.225
-181.313, -6.572, 9.643, 22.258
-181.312, -6.894, 9.675, 22.291
-181.311, -7.217, 9.707, 22.324
-181.310, -7.542, 9.739, 22.357
-181.309, -7.867, 9.771, 22.390
-181.307, -8.194, 9.803, 22.423
-181.306, -8.521, 9.835, 22.456
-181.305, -8.850, 9.868, 22.489
-181.304, -9.180, 9.901, 22.522
-181.303, -9.511, 9.933, 22.555
-181.302, -9.842, 9.966, 22.588
-181.301, -10.176, 9.999, 22.621
-181.300, -10.510, 10.032, 22.654
-181.299, -10.845, 10.065, 22.687
-181.298, -11.181, 10.098, 22.720
-181.297, -11.519, 10.132, 22.753
-181.295, -11.857, 10.165, 22.786
-181.294, -12.197, 10.199, 22.819
-181.293, -12.538, 10.233, 22.852
-181.292, -12.880, 10.266, 22.885
-181.291, -13.223, 10.300, 22.918
-181.290, -13.567, 10.334, 22.951
-181.288, -13.912, 10.368, 22.984
-181.287, -14.259, 10.403, 23.017
